,artist,count,year
2567,Pink Floyd,1,1980
2568,Heart,2,1987
2569,England Dan and John Ford Coley,1,1979
2570,The Brothers Johnson,1,1976
2571,Breathe,1,1989
2572,U2,1,1995
2573,Stevie Wonder,3,1973
2574,Neil Diamond,1,1970
2575,All-4-One,2,1994
2576,Rufus,1,1974
2577,Samantha Mumba,1,2000
2578,Jay-Z,2,2003
2579,Alice Cooper,1,1972
2580,Aerosmith,1,1989
2581,Bette Midler,1,1980
2582,White Lion,1,1988
2583,Jefferson Starship,1,1976
2584,Madonna,2,1993
2585,Elton John,1,1998
2586,Edgar Winter Group,2,1973
2587,Daddy Dewdrop,1,1971
2588,Billy Idol,1,1982
2589,Bonnie Raitt,1,1994
2590,Celine Dion,1,1991
2591,Adele,1,2011
2592,Nickelback,1,2006
2593,Luther Vandross,1,1991
2594,Soulja Boy Tell 'Em,2,2009
2595,95 South,1,1993
2596,Brandy,1,1994
2597,Frankie Valli,2,1975
2598,Jesse McCartney,1,2008
2599,Janet Jackson,1,2000
2600,Plies,2,2008
2601,Ready for the World,1,1987
2602,After 7,2,1990
2603,Olivia Newton-John,1,1971
2604,Keyshia Cole,2,2008
2605,John Mayer,1,2003
2606,The Script,1,2013
2607,Jeremy Jordan,1,1993
2608,The Knack,1,1979
2609,Soulja Boy Tell 'Em,1,2008
2610,Evanescence,1,2003
2611,Nigel Olsson,1,1979
2612,Nelly,1,2011
2613,Kenny Chesney,1,2003
2614,Def Leppard,1,1989
2615,Calloway,1,1990
2616,Jimmy Ray,1,1998
2617,Changing Faces,1,1997
2618,Field Mob,1,2006
2619,Jay-Z,1,2012
2620,B.W. Stevenson,1,1973
2621,Snoop Dogg,1,2007
2622,Alicia Keys,1,2001
2623,Joe South,1,1970
2624,David Bowie,1,1976
2625,Mark Morrison,1,1997
2626,Taco,1,1983
2627,Jody Watley,1,1990
2628,Color Me Badd,2,1991
2629,Irene Cara,1,1984
2630,Bette Midler,1,1991
2631,Cali Swag District,1,2010
2632,Freddie Hart,1,1971
2633,The Osmonds,1,1972
2634,Melissa Etheridge,2,1994
2635,Dwight Twilley Band,1,1975
2636,Faith Hill,1,1998
2637,Santa Esmeralda,1,1978
2638,Cliff Richard,1,1980
2639,The Notorious B.I.G.,2,1995
2640,After the Fire,1,1983
2641,Lupe Fiasco,1,2011
2642,Trey Songz,1,2011
2643,Prince,1,1992
2644,Bruno Mars,2,2011
2645,Willa Ford,1,2001
2646,Avril Lavigne,2,2002
2647,TLC,3,1995
2648,Cobra Starship,1,2009
2649,Faith No More,1,1990
2650,Filter,1,2000
2651,Spandau Ballet,1,1983
2652,Johnnie Taylor,1,1973
2653,House of Pain,1,1992
2654,Pat Benatar,1,1980
2655,Jim Croce,1,1972
2656,Joe Tex,1,1977
2657,Bruce Hornsby and the Range,1,1988
2658,Eurythmics,1,1983
2659,Paramore,1,2014
2660,George Michael,1,1990
2661,Coldplay,1,2003
2662,Wing and a Prayer Fife and Drum Corps,1,1976
2663,Lee Brice,1,2012
2664,Taylor Dayne,3,1990
2665,Chicago,1,1989
2666,Peter McCann,1,1977
2667,Evanescence,1,2006
2668,50 Cent,4,2003
2669,Billie Myers,1,1998
2670,Bow Wow,2,2005
2671,Jessie J,1,2014
2672,Ke$ha,4,2010
2673,Al Green,1,1973
2674,Eurythmics,1,1984
2675,Demi Lovato,1,2013
2676,Sheriff,1,1989
2677,Three Dog Night,1,1973
2678,Richard Marx,1,1987
2679,Bone Thugs-n-Harmony,1,2007
2680,Curtis Mayfield,1,1972
2681,Rod Stewart,1,1986
2682,Nazareth,1,1976
2683,"Ray Parker, Jr.",2,1984
2684,Roger Troutman,1,1988
2685,beyonce,1,2010
2686,John Mayer,1,2005
2687,Young Money,1,2010
2688,Arrested Development,1,1993
2689,Train,1,2003
2690,The Tubes,1,1983
2691,Ray Stevens,1,1970
2692,Queen,1,1975
2693,Gary Numan,1,1980
2694,Huey Lewis and the News,3,1984
2695,George Strait,1,1999
2696,Monifah,1,1998
2697,The Cover Girls,1,1990
2698,Drake,1,2011
2699,Jack Wagner,1,1985
2700,Faith Hill,1,2005
2701,Daniel Powter,1,2006
2702,Owl City,1,2012
2703,John Stewart,1,1979
2704,Michael Bolton,2,1991
2705,Marilyn McCoo,1,1977
2706,Toya,1,2002
2707,Joe Walsh,1,1978
2708,Pebbles,1,1990
2709,Bachman-Turner Overdrive,1,1974
2710,Jody Watley,1,1989
2711,Calvin Harris,1,2014
2712,Electric Light Orchestra,1,1976
2713,The Doobie Brothers,1,1975
2714,Ronnie Milsap,2,1981
2715,Collective Soul,1,1995
2716,Joan Jett and The Blackhearts,1,1982
2717,Beastie Boys,1,1987
2718,Cornelius Brothers and Sister Rose,1,1971
2719,Johnny Rivers,1,1977
2720,DHT,1,2005
2721,D'Angelo,1,1996
2722,Boyz II Men,1,1993
2723,Monica,1,1999
2724,Ginuwine,2,2003
2725,Des'ree,1,1995
2726,Richard Marx,3,1988
2727,Love and Rockets,1,1989
2728,Dr. Dre,1,2011
2729,Mariah Carey,1,1998
2730,Ellie Goulding,1,2012
2731,America,1,1972
2732,Lil' Mo,1,2001
2733,Nelly,1,2000
2734,Chicago,1,1988
2735,Linkin Park,1,2007
2736,Robert Palmer,1,1978
2737,Chris Brown,2,2014
2738,Aerosmith,1,1976
2739,Gerardo,1,1991
2740,David Banner,1,2005
2741,Tevin Campbell,3,1994
2742,Ne-Yo,2,2009
2743,Eric Carmen,1,1976
2744,Selena Gomez,1,2013
2745,Gladys Knight and the Pips,1,1975
2746,Rick James,1,1978
2747,Dr. Hook and The Medicine Show,2,1979
2748,DMX,1,2000
2749,Alice Cooper,2,1977
2750,Yes,1,1972
2751,Three Dog Night,2,1972
2752,Aaron Hall,1,1994
2753,Gavin DeGraw,1,2012
2754,Kanye West,3,2008
2755,Barry Manilow,2,1977
2756,"Earth, Wind and Fire",1,1982
2757,R. Dean Taylor,1,1970
2758,Lisa Lisa and Cult Jam,1,1986
2759,Jessi Colter,1,1975
2760,Eamon,1,2004
2761,Baby Bash,1,2005
2762,Jo Dee Messina,1,1999
2763,Travis Tritt,1,2001
2764,Babyface,1,1989
2765,War,1,1976
2766,Naughty Boy,1,2014
2767,Marvin Gaye,1,1973
2768,Taylor Swift,2,2008
2769,Jennifer Lopez,2,2003
2770,Rod Stewart,1,1979
2771,Third Eye Blind,1,1999
2772,Argent,1,1972
2773,Blue October,1,2006
2774,Melissa Etheridge,1,1996
2775,Ashford and Simpson,1,1985
2776,Martin Page,1,1995
2777,The Escape Club,1,1988
2778,Sarah McLachlan,1,1997
2779,One Direction,1,2014
2780,Starland Vocal Band,1,1976
2781,ZZ Top,1,1984
2782,C. W. McCall,1,1976
2783,Kid Rock,1,2008
2784,Eric Clapton,1,1992
2785,The Hollies,1,1974
2786,Dierks Bentley,1,2003
2787,The All-American Rejects,1,2009
2788,White Town,1,1997
2789,Roxette,2,1989
2790,Eve,1,2002
2791,3OH!3,1,2009
2792,Bruce Springsteen,1,1981
2793,Aaliyah,2,2003
2794,Tony Orlando and Dawn,1,1975
2795,3LW,1,2001
2796,Queen,1,1981
2797,Ludacris,2,2002
2798,Dido,1,2004
2799,Kenny G,1,1987
2800,Montell Jordan,1,2000
2801,KWS,1,1992
2802,Chante Moore,1,1999
2803,Snap!,1,1992
2804,John Cougar Mellencamp,1,1985
2805,Steely Dan,1,1981
2806,Young MC,1,1989
2807,Michelle Branch,1,2003
2808,Engelbert Humperdinck,1,1977
2809,Ambrosia,1,1979
2810,The Jackson 5,1,1974
2811,Sweet Sensation,1,1990
2812,Fleetwood Mac,2,1976
2813,Britney Spears,3,2009
2814,MC Hammer,2,1990
2815,Rick Springfield,1,1972
2816,Joan Jett and the Blackhearts,1,1982
2817,Faith Evans,1,1995
2818,Irene Cara,1,1980
2819,Kool and the Gang,3,1985
2820,Styx,1,1991
2821,Shaggy,2,2001
2822,Styx,1,1979
2823,Carrie Underwood,1,2005
2824,Akon,2,2007
2825,After 7,1,1995
2826,Steely Dan,2,1973
2827,Ne-Yo,3,2006
2828,Dishwalla,1,1996
2829,Michael McDonald,1,1986
2830,Mariah Carey,3,1994
2831,Foreigner,1,1982
2832,Ohio Players,1,1973
2833,Little River Band,1,1983
2834,Phil Collins,1,1986
2835,Linkin Park,1,2012
2836,Rihanna,4,2012
2837,Tevin Campbell,1,1991
2838,The Spinners,1,1977
2839,Christina Milian,1,2004
2840,Natalie Merchant,1,1995
2841,Cathy Dennis,3,1991
2842,Donna Summer,1,1989
2843,Village People,2,1979
2844,Sean Paul,2,2003
2845,Skid Row,1,1989
2846,Smokey Robinson,1,1981
2847,The Trammps,1,1978
2848,Los Lobos,1,1987
2849,Gabrielle,1,1994
2850,Billy Joel,2,1983
2851,Eddie Kendricks,1,1974
2852,The Black Eyed Peas,1,2009
2853,Eminem,1,2000
2854,Barry White,1,1975
2855,Marvin Hamlisch,1,1974
2856,Kelly Rowland,1,2011
2857,Stevie Wonder,2,1981
2858,Bell Biv DeVoe,2,1990
2859,Melissa Manchester,1,1975
2860,Kanye West,3,2004
2861,Young Dro,1,2006
2862,Shalamar,1,1984
2863,Gloria Loring,1,1986
2864,Deon Estus,1,1989
2865,Ciara,2,2005
2866,Thin Lizzy,1,1976
2867,Madonna,1,1991
2868,Kris Kross,2,1992
2869,The Who,1,1976
2870,Deniece Williams,1,1984
2871,ABBA,2,1978
2872,Diddy,1,2007
2873,Crash Test Dummies,1,1994
2874,Wiz Khalifa,1,2012
2875,Terror Squad,1,2004
2876,Bon Jovi,1,1994
2877,Joe,1,2001
2878,Jermaine Dupri,1,1998
2879,Phil Collins,1,1989
2880,Evanescence,1,2004
2881,Rick Springfield,1,1982
2882,Daniel Bedingfield,1,2002
2883,Usher,2,2002
2884,Wayne Newton,1,1972
2885,Savage Garden,1,1997
2886,Jennifer Paige,1,1998
2887,Robbie Nevil,1,1987
2888,T'Pau,1,1987
2889,R. Kelly,3,2003
2890,FireHouse,1,1992
2891,Alicia Keys,1,2013
2892,Plain White T's,1,2007
2893,Magic!,1,2014
2894,John Mayer,1,2006
2895,Jet,1,2004
2896,Electric Light Orchestra,1,1981
2897,Soul for Real,2,1995
2898,Lee Brice,1,2014
2899,Justin Timberlake,2,2013
2900,Sammy Johns,1,1975
2901,Uncle Kracker,1,2010
2902,George Benson,1,1976
2903,Roberta Flack,1,1973
2904,Janet,1,1998
2905,Toby Keith,1,2005
2906,Gina G,1,1997
2907,Toni Basil,1,1983
2908,Smokey Robinson,1,1980
2909,Tom Petty,1,1990
2910,The Hollies,1,1972
2911,The Temptations,2,1970
2912,Madonna,1,1992
2913,Saving Abel,1,2008
2914,George Duke,1,1981
2915,Imagine Dragons,1,2014
2916,Kelly Clarkson,1,2002
2917,,1,1997
2918,Ginuwine,1,1996
2919,Xscape,1,1998
2920,En Vogue,1,1997
2921,Panic! at the Disco,1,2006
2922,Ringo Starr,2,1975
2923,Timbaland and Magoo,1,1997
2924,Aloe Blacc,1,2014
2925,Divine,1,1998
2926,New York City,1,1973
2927,Puff Daddy,3,1998
2928,Sly and the Family Stone,1,1973
2929,Warrant,1,1989
2930,Bonnie Pointer,1,1979
2931,Gilbert O'Sullivan,2,1973
2932,Bon Jovi,1,1995
2933,Pharrell,1,2003
2934,Genesis,1,1980
2935,Boys Like Girls,1,2010
2936,Bone Thugs-n-Harmony,1,1995
2937,Billy Ocean,1,1984
2938,Jonas Brothers,1,2008
2939,Brook Benton,1,1970
2940,Chicago,1,1985
2941,Ronnie Milsap,1,1982
2942,'N Sync,2,2002
2943,Steve Winwood,1,1986
2944,Jaheim,1,2002
2945,Coolio,1,1997
2946,Shinedown,1,2009
2947,David Guetta,2,2012
2948,Maxi Priest,1,1990
2949,Citizen King,1,1999
2950,White Lion,1,1989
2951,John Mayer,1,2008
2952,Joe Cocker,1,1970
2953,Warren G,2,1994
2954,"Ray Parker, Jr.",1,1982
2955,Marvin Gaye,2,1971
2956,Toby Beau,1,1978
2957,Mýa,1,1998
2958,Stevie B,1,1991
2959,Harry Nilsson,2,1972
2960,Katy Perry,3,2012
2961,Loverboy,1,1982
2962,Destiny's Child,3,2005
2963,Shakira,1,2005
2964,Brenda Russell,1,1988
2965,Blake Shelton,2,2011
2966,Enrique Iglesias,1,2011
2967,Seal,1,1991
2968,Tom Petty,1,1995
2969,Carly Simon,1,1978
2970,Glenn Medeiros,1,1990
2971,William DeVaughn,1,1974
2972,Betty Wright,1,1972
2973,Sa-Fire,1,1989
2974,Jerry Butler,1,1972
2975,Michael McDonald,1,1982
2976,Loreena McKennitt,1,1998
2977,Dionne Warwick,1,1986
2978,Fort Minor,1,2006
2979,Elton John,1,1986
2980,Randy Newman,1,1978
2981,Baltimora,1,1986
2982,Duran Duran,2,1983
2983,Amii Stewart,1,1979
2984,Icehouse,1,1988
2985,The Doors,2,1971
2986,Andy Gibb,1,1979
2987,Carrie Underwood,2,2012
2988,Sophie B. Hawkins,1,1996
2989,Adam Lambert,1,2010
2990,Georgia Satellites,1,1987
2991,Nu Flavor,1,1998
2992,Lionel Richie,1,1987
2993,Arcadia,1,1986
2994,The Black Eyed Peas,2,2006
2995,Stevie B,1,1995
2996,Nickelback,1,2004
2997,Gavin DeGraw,2,2005
2998,K-Ci and JoJo,1,1999
2999,Wham!,4,1985
3000,Los del Río,1,1996
3001,Eddie Money,1,1978
3002,Anita Ward,1,1979
3003,Juice Newton,2,1982
3004,England Dan and John Ford Coley,1,1976
3005,Rihanna,3,2010
3006,Bread,1,1971
3007,Missy Elliott,1,2000
3008,Jermaine Jackson,1,1980
3009,Dr. Dre,2,2000
3010,Lynn Anderson,1,1971
3011,Def Leppard,2,1992
3012,Sugarloaf,1,1975
3013,Apollo 100,1,1972
3014,Carly Simon,1,1971
3015,Jay-Z,1,2000
3016,Everclear,1,2000
3017,Kevon Edmonds,1,2000
3018,Love Unlimited Orchestra,1,1974
3019,Melissa Manchester,1,1982
3020,The Band Perry,1,2010
3021,Avant,1,2000
3022,Kevin Rudolf,1,2008
3023,.38 Special,1,1982
3024,Snow Patrol,1,2007
3025,SWV,1,1994
3026,John Sebastian,1,1976
3027,Sixpence None the Richer,1,1999
3028,Loverboy,1,1983
3029,The Manhattans,1,1976
3030,The Rolling Stones,1,1971
3031,Puff Daddy,1,1999
3032,Foreigner,1,1979
3033,Lou Gramm,1,1990
3034,Christopher Cross,1,1983
3035,Cliff Richard,1,1976
3036,The Game,2,2005
3037,Debby Boone,1,1978
3038,Daughtry,1,2010
3039,Beenie Man,1,2004
3040,Snow,1,1993
3041,Chamillionaire,1,2006
3042,Rare Earth,2,1970
3043,Mariah Carey,2,1999
3044,Jessica Simpson,1,2000
3045,Allure,1,1998
3046,John Paul Young,1,1978
3047,Billy Preston,1,1973
3048,Ray Stevens,1,1974
3049,Gwen Stefani,3,2005
3050,Rod Stewart,2,1991
3051,The SOS Band,1,1980
3052,Ray J,1,1997
3053,The Time,1,1985
3054,Skylark,1,1973
3055,The Kinks,1,1983
3056,Huey Lewis and the News,1,1985
3057,Snoop Doggy Dogg,2,1994
3058,Elton John,3,1974
3059,Labelle,1,1975
3060,Ace Hood,1,2013
3061,Orleans,1,1976
3062,Mario,1,2005
3063,Kenny Chesney,1,2014
3064,Sean Paul,1,2002
3065,Fleetwood Mac,3,1977
3066,Chingy,2,2004
3067,Sugar Ray,1,2001
3068,Neil Diamond,3,1981
3069,Case,1,1996
3070,The Staple Singers,1,1976
3071,Three 6 Mafia,1,2008
3072,Michael Jackson,3,1992
3073,Enrique Iglesias,1,2010
3074,Carrie Underwood,1,2010
3075,Daniel Boone,1,1972
3076,Quarterflash,1,1982
3077,Nicki Minaj,1,2014
3078,Christina Aguilera,3,2000
3079,Pearl Jam,1,1996
3080,The Spinners,1,1970
3081,Merril Bainbridge,1,1996
3082,Buckcherry,1,2008
3083,Gallery,1,1972
3084,Rick Dees,1,1976
3085,Bryan Adams,2,1991
3086,Force MDs,1,1986
3087,T-Pain,2,2007
3088,Terry Jacks,1,1974
3089,Tracy Chapman,1,1996
3090,Metro Station,1,2008
3091,Joe Public,1,1992
3092,Justin Timberlake,1,2006
3093,Rod Stewart,1,1982
3094,No Mercy,1,1997
3095,Jon Secada,1,1992
3096,Scandal,1,1984
3097,Baby Bash,1,2003
3098,Oleta Adams,1,1991
3099,Bananarama,1,1986
3100,Green Day,1,2009
3101,Brandy,1,1996
3102,Bruce Springsteen,1,1997
3103,The Brothers Johnson,1,1977
3104,Whitney Houston,1,1997
3105,George Benson,1,1978
3106,Kelly Clarkson,1,2004
3107,Blondie,1,1980
3108,Usher,2,2005
3109,Sylk-E. Fyne,1,1998
3110,Kings of Leon,1,2010
3111,The Cure,1,1989
3112,Bruno Mars,1,2012
3113,Jason Derulo,3,2014
3114,Evelyn Champagne King,1,1978
3115,Patty Smyth,1,1992
3116,Kenny Loggins,1,1978
3117,Andy Gibb,1,1981
3118,Foreigner,1,1978
3119,Cobra Starship,1,2011
3120,Blessid Union of Souls,1,1995
3121,Shawn Mullins,1,1999
3122,Luniz,1,1995
3123,"Earth, Wind and Fire",2,1975
3124,Destiny's Child,3,2000
3125,BBMak,1,2000
3126,Jimmy Eat World,1,2002
3127,Steve Miller Band,1,1982
3128,George Michael,1,1986
3129,Bay City Rollers,1,1977
3130,Sonique,1,2000
3131,War,1,1974
3132,Quincy Jones,1,1982
3133,Five Stairsteps,1,1970
3134,Dionne Warwick,1,1983
3135,Gladys Knight and the Pips,1,1971
3136,Tamia,1,2001
3137,Mouth and MacNeal,1,1972
3138,Mariah Carey,3,1991
3139,Stevie Nicks,2,1982
3140,Stevie Nicks,1,1981
3141,Al Green,1,1971
3142,Boz Scaggs,1,1977
3143,Joshua Kadison,1,1994
3144,Musiq Soulchild,1,2001
3145,Herb Alpert,1,1979
3146,Robert Palmer,1,1988
3147,Bobby Brown,1,1988
3148,Dennis Coffey,1,1972
3149,Ludacris,3,2005
3150,Shanice,1,1992
3151,Lady Gaga,3,2009
3152,Cassidy,1,2004
3153,Jeremih,1,2011
3154,Lil' Romeo,1,2001
3155,Joe Jackson,2,1983
3156,The O'Jays,1,1976
3157,Paul McCartney,1,1971
3158,SWV,1,1997
3159,Demi Lovato,1,2012
3160,Bobbi Martin,1,1970
3161,Lil Jon and the East Side Boyz,1,2004
3162,Cyndi Lauper,1,1986
3163,Journey,2,1983
3164,Blackstreet,1,1996
3165,Enya,1,2001
3166,Jim Croce,2,1974
3167,Edwin McCain,1,1998
3168,K-Ci and JoJo,1,2001
3169,Nicki Minaj,2,2012
3170,Olivia Newton-John,3,1974
3171,Sophie B. Hawkins,1,1992
3172,Daft Punk,1,2013
3173,Los del Río,1,1997
3174,Dionne Warwick,1,1974
3175,Kenny Chesney,1,2002
3176,Paul Simon,2,1973
3177,Alicia Keys,2,2010
3178,Kid Rock,1,2003
3179,Heavy D and the Boyz,1,1994
3180,Paul McCartney,1,1986
3181,Bobby McFerrin,1,1988
3182,Britney Spears,2,1999
3183,Taylor Swift,1,2014
3184,The Bangles,1,1987
3185,Rob Thomas,1,2009
3186,Ciara,2,2007
3187,Wang Chung,1,1987
3188,Nas,1,2003
3189,The Black Eyed Peas,2,2004
3190,Richie Havens,1,1971
3191,Michael Murphey,1,1982
3192,Luther Ingram,1,1972
3193,Tatyana Ali,1,1998
3194,Duran Duran,2,1985
3195,Expose,1,1993
3196,Kevin Rudolf,1,2010
3197,The Jets,2,1988
3198,Lana Del Rey,1,2013
3199,Tommy Page,1,1990
3200,The Hollies,1,1970
3201,Peter Frampton,1,1977
3202,Michael Jackson,2,1987
3203,James Brown,1,1986
3204,Commodores,1,1981
3205,Foghat,1,1976
3206,David Cook,1,2008
3207,Diana Ross,1,1979
3208,Robin Thicke,1,2007
3209,Van Halen,1,1986
3210,Candi Staton,1,1976
3211,Fall Out Boy,2,2006
3212,Surface,1,1989
3213,Walter Egan,1,1978
3214,Clint Holmes,1,1973
3215,2 Chainz,1,2013
3216,Rihanna,1,2005
3217,Webbie,1,2008
3218,The O'Jays,1,1973
3219,Switchfoot,1,2004
3220,Beck,1,1994
3221,Walter Murphy,1,1976
3222,T. Rex,1,1972
3223,Andrew Gold,1,1977
3224,"Sammy Davis, Jr.",1,1972
3225,Pitbull,1,2013
3226,The Dramatics,1,1972
3227,Selena Gomez and the Scene,1,2012
3228,Barry Manilow,2,1975
3229,Unk,2,2007
3230,Chris Brown,1,2005
3231,Mario,1,2009
3232,J. Holiday,1,2008
3233,The Honeydrippers,1,1985
3234,John Waite,1,1984
3235,Buckner and Garcia,1,1982
3236,Def Leppard,2,1988
3237,Michael Bolton,1,1994
3238,Sisqó,2,2000
3239,Billy Joel,1,1979
3240,Mary J. Blige,1,2008
3241,Bob Seger and The Silver Bullet Band,2,1978
3242,Justin Timberlake,4,2007
3243,Aretha Franklin,1,1987
3244,Lil' Kim,2,2003
3245,Amanda Perez,1,2003
3246,Culture Beat,1,1994
3247,Maroon 5,2,2014
3248,The Time,1,1990
3249,Nicki French,1,1995
3250,Az Yet,2,1997
3251,UB40,1,1993
3252,Outkast,1,2002
3253,Pink,2,2007
3254,Michelle Branch,1,2002
3255,LeVert,1,1987
3256,Eric Carmen,2,1988
3257,Luke,1,1998
3258,Toby Keith,1,2001
3259,Michel'le,1,1990
3260,Paula Abdul,2,1990
3261,Janet Jackson,1,1991
3262,Tesla,1,1990
3263,Dan Hill,1,1978
3264,Madness,1,1983
3265,Ludacris,1,2003
3266,Frankie J,1,2003
3267,Inner Circle,2,1993
3268,Boy Krazy,1,1993
3269,Bee Gees,1,1977
3270,New Boyz,1,2010
3271,Chicago,2,1974
3272,Paperboy,1,1993
3273,Instant Funk,1,1979
3274,Ray J,1,2008
3275,Mary Jane Girls,1,1985
3276,Linda Ronstadt,1,1990
3277,The Manhattans,1,1980
3278,Wale,1,2013
3279,Icona Pop,1,2013
3280,Babyface,1,1990
3281,Eagles,2,1977
3282,Carly Simon,1,1974
3283,Whitney Houston,2,1987
3284,Dan Fogelberg,1,1981
3285,Mary J. Blige,1,2006
3286,UB40,2,1991
3287,Silver Convention,2,1976
3288,Dolly Parton,1,1978
3289,Incubus,1,2001
3290,Neil Diamond,1,1971
3291,Pretty Poison,1,1988
3292,Paul McCartney and Wings,2,1973
3293,Crystal Gayle,1,1978
3294,Diana King,1,1995
3295,Paul Young,1,1990
3296,Wyclef Jean,1,2008
3297,Ini Kamoze,1,1994
3298,Paul McCartney,1,1984
3299,Quarterflash,1,1983
3300,John Cougar Mellencamp,1,1988
3301,Juice Newton,2,1981
3302,My Chemical Romance,1,2007
3303,Bryan Adams,1,1995
3304,Aretha Franklin,2,1985
3305,Creedence Clearwater Revival,3,1970
3306,Jefferson Starship,1,1978
3307,The Supremes,1,1970
3308,Brian McKnight,1,1997
3309,Maxine Nightingale,1,1976
3310,Ollie and Jerry,1,1984
3311,Van Halen,1,1982
3312,Trey Songz,1,2010
3313,Kid Rock,1,2000
3314,Suzi Quatro,1,1979
3315,Jadakiss,1,2004
3316,Sade,1,1986
3317,N2Deep,1,1992
3318,Aretha Franklin,1,1974
3319,Elliott Yamin,1,2007
3320,New Kids on the Block,2,1990
3321,Madonna,2,1997
3322,Jodeci,1,1994
3323,Golden Earring,1,1974
3324,Gorillaz,1,2006
3325,Maroon 5,2,2012
3326,Gregory Abbott,1,1987
3327,Eminem,1,2009
3328,Mike Jones,1,2005
3329,Sia,1,2014
3330,Tesla,1,1991
3331,The Rolling Stones,1,1982
3332,Taio Cruz,1,2011
3333,Hot Chelle Rae,1,2011
3334,Billy Swan,1,1975
3335,Patti Smith Group,1,1978
3336,Badfinger,1,1972
3337,T.I.,2,2006
3338,The Police,1,1983
3339,Enigma,1,1994
3340,Ohio Players,1,1975
3341,Michael Jackson,1,1984
3342,The Brotherhood of Man,1,1970
3343,Bachman–Turner Overdrive,1,1975
3344,50 Cent,4,2005
3345,Prince,1,1991
3346,Digital Underground,1,1990
3347,Santana,1,1999
3348,Asia,1,1983
3349,Jon Bon Jovi,1,1990
3350,Mariah Carey,3,2005
3351,Gin Blossoms,1,1993
3352,The Human League,1,1986
3353,Brooks and Dunn,1,2003
3354,The Jacksons,1,1984
3355,"Earth, Wind and Fire",3,1979
3356,BoDeans,1,1996
3357,Joan Osborne,1,1996
3358,K-Ci and JoJo,1,1998
3359,Godspell,1,1972
3360,Sugar Ray,2,1999
3361,Gerry Rafferty,1,1978
3362,Dr. Dre,1,1995
3363,Redbone,1,1974
3364,Vanessa Carlton,1,2002
3365,Eminem,2,2003
3366,Timbaland,2,2010
3367,Blu Cantrell,1,2001
3368,Ann Wilson,1,1989
3369,Cyndi Lauper,1,1985
3370,Fergie,2,2008
3371,FireHouse,1,1995
3372,Mumford and Sons,1,2013
3373,Jason Aldean,1,2014
3374,Genesis,3,1987
3375,Toby Keith,1,2004
3376,The Rolling Stones,1,1978
3377,LeAnn Rimes,1,1997
3378,Enrique Iglesias,1,2014
3379,Robert Palmer,1,1979
3380,Barry White,1,1974
3381,Huey Lewis and the News,3,1987
3382,Kristinia DeBarge,1,2009
3383,Grand Funk Railroad,1,1974
3384,Murray Head,1,1971
3385,Sade,1,1985
3386,LeAnn Rimes,1,1998
3387,Jennifer Lopez,3,2001
3388,Taylor Dayne,1,1989
3389,Robin S.,1,1993
3390,Alicia Keys,1,2005
3391,Depeche Mode,1,1990
3392,The Cover Girls,1,1992
3393,Lord David Dundas,1,1977
3394,Queen,1,1992
3395,Fleetwood Mac,1,1982
3396,Robert Miles,1,1996
3397,Love Unlimited,1,1972
3398,KC and the Sunshine Band,2,1976
3399,Eddie Money,1,1982
3400,The Brothers Johnson,1,1980
3401,H-Town,1,1993
3402,Warrant,1,1991
3403,The Script,1,2010
3404,Luther Vandross,1,1994
3405,Linkin Park,2,2004
